Account: UC - Berkeley,,,,,,,
User: Sam,,,,,,,
Generated On: 02/24/2026,,,,,,,
For Time Period: January 1  2023 - January 1  2024,,,,,,,
Filters: ,,,,,,,
Streams: All,,,,,,,
Groups: All,,,,,,,
Ordered Route: All,,,,,,,
,,,,,,,
,,,,,,,
Serial,Description,Capacity,Stream Type,Reason,Fullness Level at Collection,Collection Time,Note
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,60%,9/7/2023 7:55,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,9/7/2023 7:57,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Not Ready,20%,9/7/2023 8:01,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,9/7/2023 8:05,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,9/7/2023 8:14,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,9/7/2023 8:17,-
1515741,E12 Evans Hall Bus Stop,Smart Max,Waste,Fullness,80%,9/7/2023 8:36,-
1515697,E13 Stanley Hall,Smart Max,Waste,Not Ready,40%,9/7/2023 8:43,-
1515746,E23 Glade Path,Smart Max,Waste,Alert, Alert - Unknown Fullness,9/7/2023 9:09,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,9/7/2023 9:15,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,9/7/2023 9:21,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,9/7/2023 9:23,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Not Ready,20%,9/7/2023 9:24,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,9/7/2023 9:26,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,9/7/2023 9:27,-
1515695,E15 Bancroft Library,Smart Max,Waste,Fullness,80%,9/7/2023 9:28,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/7/2023 9:29,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,9/7/2023 9:38,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,9/7/2023 9:43,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,9/7/2023 9:58,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,9/7/2023 10:04,-
1515679,U04 Zellerbach,Smart Max,Waste,Not Ready,20%,9/7/2023 10:10,-
1515677,U06 Bear's Lair,Smart Max,Waste,Not Ready,40%,9/7/2023 10:12,-
1515711,U07 Cal Book Store,Smart Max,Waste,Not Ready,40%,9/7/2023 10:14,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,9/7/2023 10:26,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,9/7/2023 10:33,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/7/2023 10:36,-
2503763,U03 Grade Street,Smart Max,Compostables,Fullness,80%,9/7/2023 10:40,-
1515785,U02 Spieker Plaza Center,Smart Max,Compostables,Fullness,60%,9/7/2023 10:42,-
1515687,U20 Sproul Hall UCPD,Smart Max,Compostables,Fullness,80%,9/7/2023 10:47,-
1516530,U33 Spieker Plaza,Smart Max,Bottles/Cans,Fullness,80%,9/7/2023 13:51,-
2503773,U03 Grade Street,Smart Max,Bottles/Cans,Age,0%,9/7/2023 13:54,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,9/7/2023 14:03,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Not Ready,0%,9/7/2023 14:05,-
1515740,U04 Zellerbach,Smart Max,Bottles/Cans,Fullness,80%,9/7/2023 14:08,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Not Ready,0%,9/7/2023 14:26,-
1515772,U06 Bear's Lair,Smart Max,Bottles/Cans,Fullness,80%,9/7/2023 14:32,-
1515773,U07 Cal Book Store,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 14:36,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 14:42,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 14:46,-
1515777,U14 Sproul Hall Steps,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 14:50,-
1515778,U15 Sather Gate,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 14:55,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Not Ready,40%,9/7/2023 15:26,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Not Ready,40%,9/7/2023 15:29,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,9/7/2023 15:34,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,9/7/2023 15:42,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,9/7/2023 15:46,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,60%,9/7/2023 15:47,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/7/2023 15:49,-
1515683,E23 Glade Path,Smart Max,Compostables,Fullness,80%,9/7/2023 15:55,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,40%,9/7/2023 15:58,-
1515716,E16 Campanile,Smart Max,Compostables,Fullness,60%,9/7/2023 16:03,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Fullness,60%,9/7/2023 16:03,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,80%,9/7/2023 16:20,-
1516556,U28 Wheeler,Smart Max,Waste,Fullness,60%,9/7/2023 16:25,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,60%,9/7/2023 16:28,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,9/7/2023 16:29,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,100%,9/7/2023 17:12,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Alert, Alert - Unknown Fullness,9/7/2023 17:14,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,100%,9/7/2023 17:14,-
1515728,W01 Lower Crescent,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 6:52,-
2503772,W06 West Circle,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 6:59,-
1515763,E01 California Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 7:11,-
1515775,U18 Dwinelle Walkway,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 7:13,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 7:19,-
1515734,U19 Wheeler Walkway,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 7:22,-
1516527,U28 Wheeler,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 7:27,-
1503638,W08 University Drive,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 7:44,-
1516531,W17 Mulford Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 7:46,-
1515737,W03 Li Ka Shing Hall,Smart Max,Bottles/Cans,Age,0%,9/8/2023 7:48,-
1516533,W15 Koshland,Smart Max,Bottles/Cans,Age,0%,9/8/2023 7:50,-
1514016,W05 Brown’s Cafe,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 7:50,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Fullness,60%,9/8/2023 7:51,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Fullness,60%,9/8/2023 7:53,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,80%,9/8/2023 7:55,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,100%,9/8/2023 7:59,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:03,-
1515736,W12 VLSB/Campanile Way,Smart Max,Bottles/Cans,Age,0%,9/8/2023 8:05,-
1514014,U16 Durant Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:07,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Not Ready,0%,9/8/2023 8:11,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:12,-
1515721,U02 Spieker Plaza Center,Smart Max,Bottles/Cans,Age,0%,9/8/2023 8:15,-
1515727,E16 Campanile,Smart Max,Bottles/Cans,Alert, Alert - Unknown Fullness,9/8/2023 8:34,-
1503647,E28 Library/Campanile Way,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:34,-
1503644,E17 Tan/Campbell,Smart Max,Compostables,Fullness,60%,9/8/2023 8:35,-
1515764,E29 Campanile East,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:36,-
1515726,E15 Bancroft Library,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:37,-
1515760,E23 Glade Path,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:38,-
1503642,E14 Physics,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 8:40,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,80%,9/8/2023 8:41,-
1516528,E31 South Hall Rd. Near Clock Tower,Smart Max,Bottles/Cans,Age,0%,9/8/2023 8:42,-
1503634,E19 South Path Drive,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:44,-
1503646,E17 Tan/Campbell,Smart Max,Bottles/Cans,Age,0%,9/8/2023 8:47,-
1520905,E30 Tan Hall North Side,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 8:49,-
2503774,E18 Latimer Courtyard,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 8:51,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,9/8/2023 8:52,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,9/8/2023 8:55,-
1515723,E13 Stanley Hall,Smart Max,Bottles/Cans,Age,0%,9/8/2023 8:55,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/8/2023 9:00,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,80%,9/8/2023 9:05,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,60%,9/8/2023 9:12,-
1503640,W04 Morgan Hall,Smart Max,Bottles/Cans,Age,0%,9/8/2023 9:13,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/8/2023 9:14,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,60%,9/8/2023 9:16,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,9/8/2023 9:20,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 9:22,-
1520910,E30 Soda Hall NW,Smart Max,Bottles/Cans,Age,0%,9/8/2023 9:23,-
1515733,E08 Cory Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 9:26,-
1515771,E12 Evans Hall Bus Stop,Smart Max,Bottles/Cans,Age,0%,9/8/2023 9:29,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 9:33,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,80%,9/8/2023 9:34,-
1515765,E02 North Entrance Memorial Glade,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 9:35,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,80%,9/8/2023 9:37,-
1515732,E04 North Gate Entrance,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 9:39,-
1515776,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 9:40,-
1515766,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Bottles/Cans,Age,0%,9/8/2023 9:41,-
1520908,E26  Bechtel West Side,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 9:44,-
1503636,E28 Library/Campanile Way,Smart Max,Compostables,Age,40%,9/8/2023 9:45,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,80%,9/8/2023 9:48,-
1515684,E13 Stanley Hall,Smart Max,Compostables,Fullness,80%,9/8/2023 9:53,-
1515748,E12 Evans Hall Bus Stop,Smart Max,Compostables,Fullness,80%,9/8/2023 9:55,-
2503762,E18 Latimer Courtyard,Smart Max,Compostables,Fullness,60%,9/8/2023 9:59,-
1520912,E30 Tan Hall North Side,Smart Max,Compostables,Age,40%,9/8/2023 10:02,-
2503770,U26 A&E Sproul,Smart Max,Bottles/Cans,Age,0%,9/8/2023 10:02,-
1515735,U20 Sproul Hall UCPD,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:05,-
1515725,U27 Anthony Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:07,-
1516524,U30 Birge Path,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:08,-
1516542,E27 Coffee Lab,Smart Max,Compostables,Fullness,60%,9/8/2023 10:08,-
2503771,U21 Social Sciences Building,Smart Max,Bottles/Cans,Age,0%,9/8/2023 10:10,-
1516534,U32 HFA / Hearst Gym - West Side,Smart Max,Bottles/Cans,Age,0%,9/8/2023 10:10,-
1503639,E22 May Morrison Hall,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:14,-
1515720,"U24 Rice & Bones, Wurster",Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:17,-
1514019,U25 Anthropology and Art Practice (B/C),Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 10:19,-
1520909,U23 Law Building west of Heyman Terrace,Smart Max,Bottles/Cans,Fullness,60%,9/8/2023 10:21,-
1514015,E24 Chiet Hall,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 10:25,-
1514020,E21 Cafe Think,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:26,-
1514011,Cheit Hall 2,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:32,-
1516529,E27 Coffee Lab,Smart Max,Bottles/Cans,Age,0%,9/8/2023 10:34,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,100%,9/8/2023 10:36,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,80%,9/8/2023 10:44,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,60%,9/8/2023 10:46,-
1514021,001 Berkeley Way (Offsite),Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 10:58,-
1515762,E09- East Asian Library,Smart Max,Bottles/Cans,Fullness,80%,9/8/2023 11:10,-
1515729,E25 Cronk Gate,Smart Max,Bottles/Cans,Age,0%,9/8/2023 11:14,-
1515738,U05 Cesar Chavez,Smart Max,Bottles/Cans,Fullness,100%,9/8/2023 11:21,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Fullness,80%,9/8/2023 12:13,-
1514007,E21 Cafe Think,Smart Max,Compostables,Fullness,80%,9/8/2023 12:18,-
1515715,E04 North Gate Entrance,Smart Max,Compostables,Fullness,80%,9/8/2023 12:50,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,80%,9/8/2023 12:51,-
1515756,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Compostables,Fullness,80%,9/8/2023 12:58,-
1515754,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Compostables,Fullness,60%,9/8/2023 13:00,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,60%,9/8/2023 13:03,-
1515682,E08 Cory Hall,Smart Max,Compostables,Age,40%,9/8/2023 13:09,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,80%,9/8/2023 13:13,-
1520923,E30 Soda Hall NW,Smart Max,Compostables,Age,40%,9/8/2023 13:17,-
1515789,E15 Bancroft Library,Smart Max,Compostables,Fullness,80%,9/8/2023 13:36,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Fullness,60%,9/8/2023 13:52,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/8/2023 15:39,-
2503764,U21 Social Sciences Building,Smart Max,Compostables,Fullness,60%,9/8/2023 15:47,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Fullness,80%,9/8/2023 15:51,-
1516537,U30 Birge Path,Smart Max,Compostables,Fullness,80%,9/8/2023 15:53,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,80%,9/8/2023 15:57,-
1515670,W01 Lower Crescent,Smart Max,Waste,Fullness,80%,9/9/2023 4:22,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,100%,9/9/2023 4:31,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,80%,9/9/2023 4:33,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,80%,9/9/2023 4:43,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,9/9/2023 5:00,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,9/9/2023 5:02,-
1503628,E28 Library/Campanile Way,Smart Max,Waste,Fullness,80%,9/9/2023 5:07,-
1503621,E19 South Path Drive,Smart Max,Waste,Fullness,60%,9/9/2023 5:12,-
2503769,U03 Grade Street,Smart Max,Waste,Fullness,80%,9/9/2023 5:42,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,9/9/2023 5:44,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,60%,9/9/2023 5:47,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,100%,9/9/2023 5:50,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,9/9/2023 5:54,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,100%,9/9/2023 5:56,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,9/9/2023 5:58,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,9/9/2023 6:00,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,100%,9/9/2023 6:04,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,9/9/2023 6:06,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,9/9/2023 6:19,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,80%,9/9/2023 6:21,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,9/9/2023 6:25,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,60%,9/9/2023 6:33,-
1515675,U27 Anthony Hall,Smart Max,Waste,Fullness,80%,9/9/2023 6:34,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,80%,9/9/2023 6:45,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,60%,9/9/2023 6:46,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,80%,9/9/2023 7:13,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,9/9/2023 7:16,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,80%,9/9/2023 7:20,-
2503767,U26 A&E Sproul,Smart Max,Waste,Fullness,80%,9/9/2023 7:25,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,80%,9/9/2023 7:26,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,100%,9/9/2023 7:43,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,80%,9/9/2023 8:06,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,9/9/2023 8:30,-
1516548,W17 Mulford Hall,Smart Max,Waste,Fullness,80%,9/9/2023 8:37,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,80%,9/9/2023 8:42,-
1516538,U28 Wheeler,Smart Max,Compostables,Fullness,60%,9/9/2023 8:53,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/9/2023 8:59,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,9/9/2023 9:03,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,9/9/2023 9:07,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,60%,9/9/2023 9:11,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,9/9/2023 9:14,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Alert, Alert - Unknown Fullness,9/9/2023 9:20,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,100%,9/9/2023 9:22,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,80%,9/9/2023 9:23,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/9/2023 9:24,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,80%,9/9/2023 9:25,-
2503760,U26 A&E Sproul,Smart Max,Compostables,Fullness,80%,9/9/2023 9:33,-
1516545,U32 HFA / Hearst Gym - West Side,Smart Max,Compostables,Fullness,60%,9/9/2023 9:55,-
1514000,Chiet Hall 2,Smart Max,Compostables,Fullness,60%,9/9/2023 10:04,-
1515691,E25 Cronk Gate,Smart Max,Compostables,Fullness,80%,9/9/2023 10:15,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,80%,9/9/2023 10:41,-
1520916,E30 Soda Hall NW,Smart Max,Waste,Fullness,80%,9/9/2023 10:42,-
1515676,E08 Cory Hall,Smart Max,Waste,Fullness,80%,9/9/2023 10:52,-
1520917,E30 Tan Hall North Side,Smart Max,Waste,Fullness,80%,9/9/2023 10:58,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,80%,9/9/2023 11:02,-
1503623,E17 Tan/Campbell,Smart Max,Waste,Fullness,80%,9/9/2023 11:04,-
1515715,E04 North Gate Entrance,Smart Max,Compostables,Fullness,80%,9/9/2023 12:00,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/9/2023 12:10,-
1515746,E23 Glade Path,Smart Max,Waste,Alert, Alert - Unknown Fullness,9/9/2023 12:48,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,60%,9/9/2023 12:56,-
1503649,W04 Morgan Hall,Smart Max,Compostables,Fullness,60%,9/9/2023 13:16,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,9/9/2023 13:25,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,80%,9/9/2023 13:28,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Fullness,80%,9/10/2023 6:21,-
1520914,Stadium Gate 3,Smart Max,Waste,Fullness,60%,9/10/2023 6:31,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Not Ready,0%,9/10/2023 6:57,-
1520911,Stadium Gate 4,Smart Max,Waste,Not Ready,20%,9/10/2023 7:02,-
1520920,Stadium Gate 4,Smart Max,Compostables,Age,0%,9/11/2023 6:22,-
1520911,Stadium Gate 4,Smart Max,Waste,Not Ready,20%,9/11/2023 6:23,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Not Ready,0%,9/11/2023 6:25,-
1520925,Stadium Gate 3,Smart Max,Compostables,Age,40%,9/11/2023 6:26,-
1520914,Stadium Gate 3,Smart Max,Waste,Not Ready,20%,9/11/2023 6:30,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Not Ready,0%,9/11/2023 6:31,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Not Ready,40%,9/11/2023 6:45,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,100%,9/11/2023 6:49,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,80%,9/11/2023 6:53,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Not Ready,20%,9/11/2023 7:18,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,9/11/2023 7:23,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,60%,9/11/2023 7:29,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,9/11/2023 7:50,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,80%,9/11/2023 7:51,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,9/11/2023 7:53,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Not Ready,40%,9/11/2023 7:55,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,60%,9/11/2023 8:01,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,100%,9/11/2023 8:07,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,80%,9/11/2023 8:10,-
1514005,U25 Anthropology and Art Practice (Compost),Smart Max,Compostables,Fullness,80%,9/11/2023 8:11,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,60%,9/11/2023 8:40,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Not Ready,40%,9/11/2023 9:08,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,80%,9/11/2023 9:18,-
1515695,E15 Bancroft Library,Smart Max,Waste,Not Ready,40%,9/11/2023 9:19,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,9/11/2023 9:23,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Not Ready,40%,9/11/2023 9:30,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Not Ready,20%,9/11/2023 9:36,-
1515746,E23 Glade Path,Smart Max,Waste,Alert, Alert - Unknown Fullness,9/11/2023 9:43,-
1503625,E14 Physics,Smart Max,Waste,Not Ready,40%,9/11/2023 9:50,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,60%,9/11/2023 9:53,-
1503621,E19 South Path Drive,Smart Max,Waste,Not Ready,20%,9/11/2023 10:15,-
1516541,E31 South Hall Rd. Near Clock Tower,Smart Max,Compostables,Fullness,60%,9/11/2023 12:16,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,9/11/2023 12:19,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,80%,9/11/2023 12:22,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,9/11/2023 12:26,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,9/11/2023 12:29,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/11/2023 12:35,-
1515670,W01 Lower Crescent,Smart Max,Waste,Fullness,60%,9/11/2023 12:44,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,60%,9/11/2023 12:45,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,60%,9/11/2023 12:52,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,60%,9/11/2023 12:57,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,40%,9/11/2023 13:00,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Alert, Alert - Unknown Fullness,9/11/2023 13:02,-
1515684,E13 Stanley Hall,Smart Max,Compostables,Not Ready,0%,9/11/2023 13:07,-
1514022,Chiet Hall 2,Smart Max,Waste,Fullness,60%,9/11/2023 13:11,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,100%,9/11/2023 13:13,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,80%,9/11/2023 13:22,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,80%,9/11/2023 13:29,-
