from_node,to_node,from_label,to_label,distance_m,travel_min,travel_min_raw
24,37,E02 North Entrance Memorial Glade,E30 Tan Hall North Side,334.13,2.85,2.08
24,38,E02 North Entrance Memorial Glade,Hearst Gym Annex,1499.07,12.75,9.31
24,39,E02 North Entrance Memorial Glade,U03 Grade Street,1287.84,10.95,8.0
24,40,E02 North Entrance Memorial Glade,U26 A&E Sproul,1955.16,16.63,12.15
24,41,E02 North Entrance Memorial Glade,W06 West Circle,395.51,3.37,2.46
25,0,W12 VLSB/Campanile Way,DEPOT,1423.49,12.12,8.85
25,1,W12 VLSB/Campanile Way,W08 University Drive,891.44,7.58,5.54
25,2,W12 VLSB/Campanile Way,E19 South Path Drive,1600.76,13.62,9.95
25,3,W12 VLSB/Campanile Way,W18 Campanile Way West Entrance,177.39,1.51,1.1
25,4,W12 VLSB/Campanile Way,E14 Physics,1399.38,11.91,8.7
25,5,W12 VLSB/Campanile Way,E14 Physics,1399.38,11.91,8.7
25,6,W12 VLSB/Campanile Way,U16 Durant Hall,79.57,0.67,0.49
25,7,W12 VLSB/Campanile Way,W11 Moffitt Library @ Press,1071.28,9.12,6.66
25,8,W12 VLSB/Campanile Way,Bechtel East,1509.27,12.84,9.38
25,9,W12 VLSB/Campanile Way,001 Berkeley Way (Offsite),958.19,8.15,5.95
25,10,W12 VLSB/Campanile Way,W11 Moffitt Library @ Press,1071.28,9.12,6.66
25,11,W12 VLSB/Campanile Way,Bechtel East,1509.27,12.84,9.38
25,12,W12 VLSB/Campanile Way,W13 Recreational Sport Facility (LF),978.3,8.32,6.08
25,13,W12 VLSB/Campanile Way,E25 Cronk Gate,1926.15,16.39,11.97
25,14,W12 VLSB/Campanile Way,W02 Crescent,635.31,5.41,3.95
25,15,W12 VLSB/Campanile Way,E06 Sutardja Dali Hall/Yali's 1,1388.08,11.81,8.63
25,16,W12 VLSB/Campanile Way,E29 Campanile East,1423.49,12.12,8.85
25,17,W12 VLSB/Campanile Way,E16 Campanile,1582.2,13.46,9.83
25,18,W12 VLSB/Campanile Way,U09 MLK Ramp,1156.48,9.84,7.19
25,19,W12 VLSB/Campanile Way,E13 Stanley Hall,1575.54,13.4,9.79
25,20,W12 VLSB/Campanile Way,U27 Anthony Hall,1560.71,13.28,9.7
25,21,W12 VLSB/Campanile Way,E15 Bancroft Library,1306.89,11.12,8.12
25,22,W12 VLSB/Campanile Way,U05 Cesar Chavez,130.22,1.11,0.81
25,23,W12 VLSB/Campanile Way,U17 Dwinelle Plaza Entry,108.37,0.92,0.67
25,24,W12 VLSB/Campanile Way,E02 North Entrance Memorial Glade,1171.17,9.97,7.28
25,25,W12 VLSB/Campanile Way,W12 VLSB/Campanile Way,0.0,0.0,0.0
25,26,W12 VLSB/Campanile Way,E02 North Entrance Memorial Glade,1171.17,9.97,7.28
25,27,W12 VLSB/Campanile Way,E05 V&A Cafe/Etcheverry,1367.17,11.64,8.5
25,28,W12 VLSB/Campanile Way,E02 North Entrance Memorial Glade,1171.17,9.97,7.28
25,29,W12 VLSB/Campanile Way,E07 Sutardja Dai Hall/Yali's 2,1388.08,11.81,8.63
25,30,W12 VLSB/Campanile Way,U07 Cal Book Store,1165.46,9.91,7.24
25,31,W12 VLSB/Campanile Way,E06 Sutardja Dali Hall/Yali's 1,1388.08,11.81,8.63
25,32,W12 VLSB/Campanile Way,E03 University Library,1306.89,11.12,8.12
25,33,W12 VLSB/Campanile Way,U33 Spieker Plaza,1051.28,8.94,6.53
25,34,W12 VLSB/Campanile Way,W17 Mulford Hall,881.9,7.5,5.48
25,35,W12 VLSB/Campanile Way,W16 VLSB Northside,965.5,8.21,6.0
25,36,W12 VLSB/Campanile Way,U28 Wheeler,1526.32,12.98,9.48
25,37,W12 VLSB/Campanile Way,E30 Tan Hall North Side,1505.3,12.8,9.35
25,38,W12 VLSB/Campanile Way,Hearst Gym Annex,1372.82,11.68,8.53
25,39,W12 VLSB/Campanile Way,U03 Grade Street,130.22,1.11,0.81
25,40,W12 VLSB/Campanile Way,U26 A&E Sproul,1739.41,14.8,10.81
25,41,W12 VLSB/Campanile Way,W06 West Circle,775.66,6.6,4.82
26,0,E02 North Entrance Memorial Glade,DEPOT,252.32,2.15,1.57
26,1,E02 North Entrance Memorial Glade,W08 University Drive,279.73,2.38,1.74
26,2,E02 North Entrance Memorial Glade,E19 South Path Drive,429.59,3.66,2.67
26,3,E02 North Entrance Memorial Glade,W18 Campanile Way West Entrance,993.77,8.46,6.18
26,4,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
26,5,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
26,6,E02 North Entrance Memorial Glade,U16 Durant Hall,1237.2,10.53,7.69
26,7,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
26,8,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
26,9,E02 North Entrance Memorial Glade,001 Berkeley Way (Offsite),871.73,7.42,5.42
26,10,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
26,11,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
26,12,E02 North Entrance Memorial Glade,W13 Recreational Sport Facility (LF),1341.97,11.42,8.34
26,13,E02 North Entrance Memorial Glade,E25 Cronk Gate,754.99,6.42,4.69
26,14,E02 North Entrance Memorial Glade,W02 Crescent,550.75,4.68,3.42
26,15,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
26,16,E02 North Entrance Memorial Glade,E29 Campanile East,252.32,2.15,1.57
26,17,E02 North Entrance Memorial Glade,E16 Campanile,411.03,3.49,2.55
26,18,E02 North Entrance Memorial Glade,U09 MLK Ramp,1520.15,12.94,9.45
26,19,E02 North Entrance Memorial Glade,E13 Stanley Hall,404.38,3.44,2.51
26,20,E02 North Entrance Memorial Glade,U27 Anthony Hall,1776.45,15.11,11.04
26,21,E02 North Entrance Memorial Glade,E15 Bancroft Library,135.72,1.15,0.84
26,22,E02 North Entrance Memorial Glade,U05 Cesar Chavez,1287.84,10.95,8.0
26,23,E02 North Entrance Memorial Glade,U17 Dwinelle Plaza Entry,1266.0,10.77,7.87
26,24,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
26,25,E02 North Entrance Memorial Glade,W12 VLSB/Campanile Way,1171.17,9.97,7.28
26,26,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
26,27,E02 North Entrance Memorial Glade,E05 V&A Cafe/Etcheverry,281.63,2.4,1.75
26,28,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
26,29,E02 North Entrance Memorial Glade,E07 Sutardja Dai Hall/Yali's 2,216.91,1.85,1.35
26,30,E02 North Entrance Memorial Glade,U07 Cal Book Store,1529.13,13.01,9.5
26,31,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
26,32,E02 North Entrance Memorial Glade,E03 University Library,135.72,1.15,0.84
26,33,E02 North Entrance Memorial Glade,U33 Spieker Plaza,1414.95,12.03,8.79
26,34,E02 North Entrance Memorial Glade,W17 Mulford Hall,526.26,4.48,3.27
26,35,E02 North Entrance Memorial Glade,W16 VLSB Northside,205.67,1.75,1.28
26,36,E02 North Entrance Memorial Glade,U28 Wheeler,355.16,3.03,2.21
26,37,E02 North Entrance Memorial Glade,E30 Tan Hall North Side,334.13,2.85,2.08
26,38,E02 North Entrance Memorial Glade,Hearst Gym Annex,1499.07,12.75,9.31
26,39,E02 North Entrance Memorial Glade,U03 Grade Street,1287.84,10.95,8.0
26,40,E02 North Entrance Memorial Glade,U26 A&E Sproul,1955.16,16.63,12.15
26,41,E02 North Entrance Memorial Glade,W06 West Circle,395.51,3.37,2.46
27,0,E05 V&A Cafe/Etcheverry,DEPOT,533.95,4.54,3.32
27,1,E05 V&A Cafe/Etcheverry,W08 University Drive,475.74,4.05,2.96
27,2,E05 V&A Cafe/Etcheverry,E19 South Path Drive,711.22,6.05,4.42
27,3,E05 V&A Cafe/Etcheverry,W18 Campanile Way West Entrance,1189.78,10.12,7.39
27,4,E05 V&A Cafe/Etcheverry,E14 Physics,509.84,4.34,3.17
27,5,E05 V&A Cafe/Etcheverry,E14 Physics,509.84,4.34,3.17
27,6,E05 V&A Cafe/Etcheverry,U16 Durant Hall,1433.2,12.2,8.91
27,7,E05 V&A Cafe/Etcheverry,W11 Moffitt Library @ Press,355.01,3.03,2.21
27,8,E05 V&A Cafe/Etcheverry,Bechtel East,619.73,5.27,3.85
27,9,E05 V&A Cafe/Etcheverry,001 Berkeley Way (Offsite),727.45,6.19,4.52
27,10,E05 V&A Cafe/Etcheverry,W11 Moffitt Library @ Press,355.01,3.03,2.21
27,11,E05 V&A Cafe/Etcheverry,Bechtel East,619.73,5.27,3.85
27,12,E05 V&A Cafe/Etcheverry,W13 Recreational Sport Facility (LF),1537.98,13.09,9.56
27,13,E05 V&A Cafe/Etcheverry,E25 Cronk Gate,776.82,6.61,4.83
27,14,E05 V&A Cafe/Etcheverry,W02 Crescent,746.76,6.35,4.64
27,15,E05 V&A Cafe/Etcheverry,E06 Sutardja Dali Hall/Yali's 1,224.95,1.92,1.4
27,16,E05 V&A Cafe/Etcheverry,E29 Campanile East,533.95,4.54,3.32
27,17,E05 V&A Cafe/Etcheverry,E16 Campanile,692.66,5.89,4.3
27,18,E05 V&A Cafe/Etcheverry,U09 MLK Ramp,1716.16,14.59,10.66
27,19,E05 V&A Cafe/Etcheverry,E13 Stanley Hall,631.13,5.37,3.92
27,20,E05 V&A Cafe/Etcheverry,U27 Anthony Hall,1798.28,15.29,11.17
27,21,E05 V&A Cafe/Etcheverry,E15 Bancroft Library,417.35,3.55,2.59
27,22,E05 V&A Cafe/Etcheverry,U05 Cesar Chavez,1483.85,12.62,9.22
27,23,E05 V&A Cafe/Etcheverry,U17 Dwinelle Plaza Entry,1462.01,12.43,9.08
27,24,E05 V&A Cafe/Etcheverry,E02 North Entrance Memorial Glade,281.63,2.4,1.75
27,25,E05 V&A Cafe/Etcheverry,W12 VLSB/Campanile Way,1367.17,11.64,8.5
27,26,E05 V&A Cafe/Etcheverry,E02 North Entrance Memorial Glade,281.63,2.4,1.75
27,27,E05 V&A Cafe/Etcheverry,E05 V&A Cafe/Etcheverry,0.0,0.0,0.0
27,28,E05 V&A Cafe/Etcheverry,E02 North Entrance Memorial Glade,281.63,2.4,1.75
27,29,E05 V&A Cafe/Etcheverry,E07 Sutardja Dai Hall/Yali's 2,224.95,1.92,1.4
27,30,E05 V&A Cafe/Etcheverry,U07 Cal Book Store,1725.13,14.68,10.72
27,31,E05 V&A Cafe/Etcheverry,E06 Sutardja Dali Hall/Yali's 1,224.95,1.92,1.4
27,32,E05 V&A Cafe/Etcheverry,E03 University Library,417.35,3.55,2.59
27,33,E05 V&A Cafe/Etcheverry,U33 Spieker Plaza,1610.96,13.7,10.01
27,34,E05 V&A Cafe/Etcheverry,W17 Mulford Hall,722.27,6.15,4.49
27,35,E05 V&A Cafe/Etcheverry,W16 VLSB Northside,401.67,3.42,2.5
27,36,E05 V&A Cafe/Etcheverry,U28 Wheeler,636.78,5.42,3.96
27,37,E05 V&A Cafe/Etcheverry,E30 Tan Hall North Side,567.57,4.83,3.53
27,38,E05 V&A Cafe/Etcheverry,Hearst Gym Annex,1520.9,12.94,9.45
27,39,E05 V&A Cafe/Etcheverry,U03 Grade Street,1483.85,12.62,9.22
27,40,E05 V&A Cafe/Etcheverry,U26 A&E Sproul,1976.99,16.81,12.28
27,41,E05 V&A Cafe/Etcheverry,W06 West Circle,591.52,5.04,3.68
28,0,E02 North Entrance Memorial Glade,DEPOT,252.32,2.15,1.57
28,1,E02 North Entrance Memorial Glade,W08 University Drive,279.73,2.38,1.74
28,2,E02 North Entrance Memorial Glade,E19 South Path Drive,429.59,3.66,2.67
28,3,E02 North Entrance Memorial Glade,W18 Campanile Way West Entrance,993.77,8.46,6.18
28,4,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
28,5,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
28,6,E02 North Entrance Memorial Glade,U16 Durant Hall,1237.2,10.53,7.69
28,7,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
28,8,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
28,9,E02 North Entrance Memorial Glade,001 Berkeley Way (Offsite),871.73,7.42,5.42
28,10,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
28,11,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
28,12,E02 North Entrance Memorial Glade,W13 Recreational Sport Facility (LF),1341.97,11.42,8.34
28,13,E02 North Entrance Memorial Glade,E25 Cronk Gate,754.99,6.42,4.69
28,14,E02 North Entrance Memorial Glade,W02 Crescent,550.75,4.68,3.42
28,15,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
28,16,E02 North Entrance Memorial Glade,E29 Campanile East,252.32,2.15,1.57
28,17,E02 North Entrance Memorial Glade,E16 Campanile,411.03,3.49,2.55
28,18,E02 North Entrance Memorial Glade,U09 MLK Ramp,1520.15,12.94,9.45
28,19,E02 North Entrance Memorial Glade,E13 Stanley Hall,404.38,3.44,2.51
28,20,E02 North Entrance Memorial Glade,U27 Anthony Hall,1776.45,15.11,11.04
28,21,E02 North Entrance Memorial Glade,E15 Bancroft Library,135.72,1.15,0.84
28,22,E02 North Entrance Memorial Glade,U05 Cesar Chavez,1287.84,10.95,8.0
28,23,E02 North Entrance Memorial Glade,U17 Dwinelle Plaza Entry,1266.0,10.77,7.87
28,24,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
28,25,E02 North Entrance Memorial Glade,W12 VLSB/Campanile Way,1171.17,9.97,7.28
28,26,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
28,27,E02 North Entrance Memorial Glade,E05 V&A Cafe/Etcheverry,281.63,2.4,1.75
28,28,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
28,29,E02 North Entrance Memorial Glade,E07 Sutardja Dai Hall/Yali's 2,216.91,1.85,1.35
28,30,E02 North Entrance Memorial Glade,U07 Cal Book Store,1529.13,13.01,9.5
28,31,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
28,32,E02 North Entrance Memorial Glade,E03 University Library,135.72,1.15,0.84
28,33,E02 North Entrance Memorial Glade,U33 Spieker Plaza,1414.95,12.03,8.79
28,34,E02 North Entrance Memorial Glade,W17 Mulford Hall,526.26,4.48,3.27
28,35,E02 North Entrance Memorial Glade,W16 VLSB Northside,205.67,1.75,1.28
28,36,E02 North Entrance Memorial Glade,U28 Wheeler,355.16,3.03,2.21
28,37,E02 North Entrance Memorial Glade,E30 Tan Hall North Side,334.13,2.85,2.08
28,38,E02 North Entrance Memorial Glade,Hearst Gym Annex,1499.07,12.75,9.31
28,39,E02 North Entrance Memorial Glade,U03 Grade Street,1287.84,10.95,8.0
28,40,E02 North Entrance Memorial Glade,U26 A&E Sproul,1955.16,16.63,12.15
28,41,E02 North Entrance Memorial Glade,W06 West Circle,395.51,3.37,2.46
29,0,E07 Sutardja Dai Hall/Yali's 2,DEPOT,469.23,4.0,2.92
29,1,E07 Sutardja Dai Hall/Yali's 2,W08 University Drive,496.64,4.23,3.09
29,2,E07 Sutardja Dai Hall/Yali's 2,E19 South Path Drive,646.5,5.5,4.02
29,3,E07 Sutardja Dai Hall/Yali's 2,W18 Campanile Way West Entrance,1210.68,10.29,7.52
29,4,E07 Sutardja Dai Hall/Yali's 2,E14 Physics,445.12,3.79,2.77
29,5,E07 Sutardja Dai Hall/Yali's 2,E14 Physics,445.12,3.79,2.77
29,6,E07 Sutardja Dai Hall/Yali's 2,U16 Durant Hall,1454.11,12.38,9.04
29,7,E07 Sutardja Dai Hall/Yali's 2,W11 Moffitt Library @ Press,316.8,2.7,1.97
29,8,E07 Sutardja Dai Hall/Yali's 2,Bechtel East,555.01,4.72,3.45
29,9,E07 Sutardja Dai Hall/Yali's 2,001 Berkeley Way (Offsite),815.05,6.93,5.06
29,10,E07 Sutardja Dai Hall/Yali's 2,W11 Moffitt Library @ Press,316.8,2.7,1.97
29,11,E07 Sutardja Dai Hall/Yali's 2,Bechtel East,555.01,4.72,3.45
29,12,E07 Sutardja Dai Hall/Yali's 2,W13 Recreational Sport Facility (LF),1558.88,13.27,9.69
29,13,E07 Sutardja Dai Hall/Yali's 2,E25 Cronk Gate,971.9,8.27,6.04
29,14,E07 Sutardja Dai Hall/Yali's 2,W02 Crescent,767.66,6.53,4.77
29,15,E07 Sutardja Dai Hall/Yali's 2,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
29,16,E07 Sutardja Dai Hall/Yali's 2,E29 Campanile East,469.23,4.0,2.92
29,17,E07 Sutardja Dai Hall/Yali's 2,E16 Campanile,627.95,5.34,3.9
29,18,E07 Sutardja Dai Hall/Yali's 2,U09 MLK Ramp,1737.06,14.77,10.79
29,19,E07 Sutardja Dai Hall/Yali's 2,E13 Stanley Hall,621.29,5.28,3.86
29,20,E07 Sutardja Dai Hall/Yali's 2,U27 Anthony Hall,1993.36,16.96,12.39
29,21,E07 Sutardja Dai Hall/Yali's 2,E15 Bancroft Library,352.63,3.0,2.19
29,22,E07 Sutardja Dai Hall/Yali's 2,U05 Cesar Chavez,1504.76,12.8,9.35
29,23,E07 Sutardja Dai Hall/Yali's 2,U17 Dwinelle Plaza Entry,1482.91,12.61,9.21
29,24,E07 Sutardja Dai Hall/Yali's 2,E02 North Entrance Memorial Glade,216.91,1.85,1.35
29,25,E07 Sutardja Dai Hall/Yali's 2,W12 VLSB/Campanile Way,1388.08,11.81,8.63
29,26,E07 Sutardja Dai Hall/Yali's 2,E02 North Entrance Memorial Glade,216.91,1.85,1.35
29,27,E07 Sutardja Dai Hall/Yali's 2,E05 V&A Cafe/Etcheverry,224.95,1.92,1.4
29,28,E07 Sutardja Dai Hall/Yali's 2,E02 North Entrance Memorial Glade,216.91,1.85,1.35
29,29,E07 Sutardja Dai Hall/Yali's 2,E07 Sutardja Dai Hall/Yali's 2,0.0,0.0,0.0
29,30,E07 Sutardja Dai Hall/Yali's 2,U07 Cal Book Store,1746.04,14.85,10.85
29,31,E07 Sutardja Dai Hall/Yali's 2,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
29,32,E07 Sutardja Dai Hall/Yali's 2,E03 University Library,352.63,3.0,2.19
29,33,E07 Sutardja Dai Hall/Yali's 2,U33 Spieker Plaza,1631.86,13.88,10.14
29,34,E07 Sutardja Dai Hall/Yali's 2,W17 Mulford Hall,743.17,6.32,4.62
29,35,E07 Sutardja Dai Hall/Yali's 2,W16 VLSB Northside,422.58,3.6,2.63
29,36,E07 Sutardja Dai Hall/Yali's 2,U28 Wheeler,572.07,4.86,3.55
29,37,E07 Sutardja Dai Hall/Yali's 2,E30 Tan Hall North Side,551.04,4.68,3.42
29,38,E07 Sutardja Dai Hall/Yali's 2,Hearst Gym Annex,1715.98,14.59,10.66
29,39,E07 Sutardja Dai Hall/Yali's 2,U03 Grade Street,1504.76,12.8,9.35
29,40,E07 Sutardja Dai Hall/Yali's 2,U26 A&E Sproul,2172.07,18.48,13.5
29,41,E07 Sutardja Dai Hall/Yali's 2,W06 West Circle,612.42,5.22,3.81
30,0,U07 Cal Book Store,DEPOT,1567.33,13.33,9.74
30,1,U07 Cal Book Store,W08 University Drive,1249.4,10.62,7.76
30,2,U07 Cal Book Store,E19 South Path Drive,1324.83,11.27,8.23
30,3,U07 Cal Book Store,W18 Campanile Way West Entrance,988.06,8.41,6.14
30,4,U07 Cal Book Store,E14 Physics,1520.27,12.94,9.45
30,5,U07 Cal Book Store,E14 Physics,1520.27,12.94,9.45
30,6,U07 Cal Book Store,U16 Durant Hall,1231.49,10.47,7.65
30,7,U07 Cal Book Store,W11 Moffitt Library @ Press,1429.24,12.16,8.88
30,8,U07 Cal Book Store,Bechtel East,1486.21,12.64,9.23
30,9,U07 Cal Book Store,001 Berkeley Way (Offsite),1316.15,11.2,8.18
30,10,U07 Cal Book Store,W11 Moffitt Library @ Press,1429.24,12.16,8.88
30,11,U07 Cal Book Store,Bechtel East,1486.21,12.64,9.23
30,12,U07 Cal Book Store,W13 Recreational Sport Facility (LF),187.15,1.59,1.16
30,13,U07 Cal Book Store,E25 Cronk Gate,951.44,8.09,5.91
30,14,U07 Cal Book Store,W02 Crescent,993.27,8.45,6.17
30,15,U07 Cal Book Store,E06 Sutardja Dali Hall/Yali's 1,1746.04,14.85,10.85
30,16,U07 Cal Book Store,E29 Campanile East,1567.33,13.33,9.74
30,17,U07 Cal Book Store,E16 Campanile,1442.81,12.28,8.97
30,18,U07 Cal Book Store,U09 MLK Ramp,117.8,1.0,0.73
30,19,U07 Cal Book Store,E13 Stanley Hall,1435.85,12.21,8.92
30,20,U07 Cal Book Store,U27 Anthony Hall,395.25,3.37,2.46
30,21,U07 Cal Book Store,E15 Bancroft Library,1570.71,13.36,9.76
30,22,U07 Cal Book Store,U05 Cesar Chavez,1282.14,10.91,7.97
30,23,U07 Cal Book Store,U17 Dwinelle Plaza Entry,1260.29,10.72,7.83
30,24,U07 Cal Book Store,E02 North Entrance Memorial Glade,1529.13,13.01,9.5
30,25,U07 Cal Book Store,W12 VLSB/Campanile Way,1165.46,9.91,7.24
30,26,U07 Cal Book Store,E02 North Entrance Memorial Glade,1529.13,13.01,9.5
30,27,U07 Cal Book Store,E05 V&A Cafe/Etcheverry,1725.13,14.68,10.72
30,28,U07 Cal Book Store,E02 North Entrance Memorial Glade,1529.13,13.01,9.5
30,29,U07 Cal Book Store,E07 Sutardja Dai Hall/Yali's 2,1746.04,14.85,10.85
30,30,U07 Cal Book Store,U07 Cal Book Store,0.0,0.0,0.0
30,31,U07 Cal Book Store,E06 Sutardja Dali Hall/Yali's 1,1746.04,14.85,10.85
30,32,U07 Cal Book Store,E03 University Library,1570.71,13.36,9.76
30,33,U07 Cal Book Store,U33 Spieker Plaza,114.18,0.97,0.71
30,34,U07 Cal Book Store,W17 Mulford Hall,1239.86,10.54,7.7
30,35,U07 Cal Book Store,W16 VLSB Northside,1323.46,11.25,8.22
30,36,U07 Cal Book Store,U28 Wheeler,1552.32,13.21,9.65
30,37,U07 Cal Book Store,E30 Tan Hall North Side,1372.3,11.68,8.53
30,38,U07 Cal Book Store,Hearst Gym Annex,207.36,1.77,1.29
30,39,U07 Cal Book Store,U03 Grade Street,1282.14,10.91,7.97
30,40,U07 Cal Book Store,U26 A&E Sproul,573.96,4.89,3.57
30,41,U07 Cal Book Store,W06 West Circle,1133.62,9.64,7.04
31,0,E06 Sutardja Dali Hall/Yali's 1,DEPOT,469.23,4.0,2.92
31,1,E06 Sutardja Dali Hall/Yali's 1,W08 University Drive,496.64,4.23,3.09
31,2,E06 Sutardja Dali Hall/Yali's 1,E19 South Path Drive,646.5,5.5,4.02
31,3,E06 Sutardja Dali Hall/Yali's 1,W18 Campanile Way West Entrance,1210.68,10.29,7.52
31,4,E06 Sutardja Dali Hall/Yali's 1,E14 Physics,445.12,3.79,2.77
31,5,E06 Sutardja Dali Hall/Yali's 1,E14 Physics,445.12,3.79,2.77
31,6,E06 Sutardja Dali Hall/Yali's 1,U16 Durant Hall,1454.11,12.38,9.04
31,7,E06 Sutardja Dali Hall/Yali's 1,W11 Moffitt Library @ Press,316.8,2.7,1.97
31,8,E06 Sutardja Dali Hall/Yali's 1,Bechtel East,555.01,4.72,3.45
31,9,E06 Sutardja Dali Hall/Yali's 1,001 Berkeley Way (Offsite),815.05,6.93,5.06
31,10,E06 Sutardja Dali Hall/Yali's 1,W11 Moffitt Library @ Press,316.8,2.7,1.97
31,11,E06 Sutardja Dali Hall/Yali's 1,Bechtel East,555.01,4.72,3.45
31,12,E06 Sutardja Dali Hall/Yali's 1,W13 Recreational Sport Facility (LF),1558.88,13.27,9.69
31,13,E06 Sutardja Dali Hall/Yali's 1,E25 Cronk Gate,971.9,8.27,6.04
31,14,E06 Sutardja Dali Hall/Yali's 1,W02 Crescent,767.66,6.53,4.77
31,15,E06 Sutardja Dali Hall/Yali's 1,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
31,16,E06 Sutardja Dali Hall/Yali's 1,E29 Campanile East,469.23,4.0,2.92
31,17,E06 Sutardja Dali Hall/Yali's 1,E16 Campanile,627.95,5.34,3.9
31,18,E06 Sutardja Dali Hall/Yali's 1,U09 MLK Ramp,1737.06,14.77,10.79
31,19,E06 Sutardja Dali Hall/Yali's 1,E13 Stanley Hall,621.29,5.28,3.86
31,20,E06 Sutardja Dali Hall/Yali's 1,U27 Anthony Hall,1993.36,16.96,12.39
31,21,E06 Sutardja Dali Hall/Yali's 1,E15 Bancroft Library,352.63,3.0,2.19
31,22,E06 Sutardja Dali Hall/Yali's 1,U05 Cesar Chavez,1504.76,12.8,9.35
31,23,E06 Sutardja Dali Hall/Yali's 1,U17 Dwinelle Plaza Entry,1482.91,12.61,9.21
31,24,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
31,25,E06 Sutardja Dali Hall/Yali's 1,W12 VLSB/Campanile Way,1388.08,11.81,8.63
31,26,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
31,27,E06 Sutardja Dali Hall/Yali's 1,E05 V&A Cafe/Etcheverry,224.95,1.92,1.4
31,28,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
31,29,E06 Sutardja Dali Hall/Yali's 1,E07 Sutardja Dai Hall/Yali's 2,0.0,0.0,0.0
31,30,E06 Sutardja Dali Hall/Yali's 1,U07 Cal Book Store,1746.04,14.85,10.85
31,31,E06 Sutardja Dali Hall/Yali's 1,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
31,32,E06 Sutardja Dali Hall/Yali's 1,E03 University Library,352.63,3.0,2.19
31,33,E06 Sutardja Dali Hall/Yali's 1,U33 Spieker Plaza,1631.86,13.88,10.14
31,34,E06 Sutardja Dali Hall/Yali's 1,W17 Mulford Hall,743.17,6.32,4.62
31,35,E06 Sutardja Dali Hall/Yali's 1,W16 VLSB Northside,422.58,3.6,2.63
31,36,E06 Sutardja Dali Hall/Yali's 1,U28 Wheeler,572.07,4.86,3.55
31,37,E06 Sutardja Dali Hall/Yali's 1,E30 Tan Hall North Side,551.04,4.68,3.42
31,38,E06 Sutardja Dali Hall/Yali's 1,Hearst Gym Annex,1715.98,14.59,10.66
31,39,E06 Sutardja Dali Hall/Yali's 1,U03 Grade Street,1504.76,12.8,9.35
31,40,E06 Sutardja Dali Hall/Yali's 1,U26 A&E Sproul,2172.07,18.48,13.5
31,41,E06 Sutardja Dali Hall/Yali's 1,W06 West Circle,612.42,5.22,3.81
32,0,E03 University Library,DEPOT,116.6,0.99,0.72
32,1,E03 University Library,W08 University Drive,415.45,3.53,2.58
32,2,E03 University Library,E19 South Path Drive,293.87,2.51,1.83
32,3,E03 University Library,W18 Campanile Way West Entrance,1129.49,9.61,7.02
32,4,E03 University Library,E14 Physics,92.49,0.78,0.57
32,5,E03 University Library,E14 Physics,92.49,0.78,0.57
32,6,E03 University Library,U16 Durant Hall,1372.92,11.68,8.53
32,7,E03 University Library,W11 Moffitt Library @ Press,235.61,2.0,1.46
32,8,E03 University Library,Bechtel East,202.38,1.72,1.26
